Ranking,Game_Name,Platform,Release_Year,Genre,Publisher,North_America_Sales,Europe_Sales,Japan_Sales,Other_Regions_Sales,Total_Global_Sales,Year_int
236,splatoon,WiiU,2015-01-01,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,2015.0
237,the last of us,PS4,2014-01-01,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,2014.0
238,guitar hero iii: legends of rock,X360,2007-01-01,Misc,Activision,3.19,0.92,0.01,0.42,4.53,2007.0
239,madden nfl 2005,PS2,2004-01-01,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,2004.0
240,pitfall!,2600,1981-01-01,Platform,Activision,4.21,0.24,0.0,0.05,4.5,1981.0
241,madden nfl 07,PS2,2006-01-01,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,2006.0
242,spider-man: the movie,PS2,2002-01-01,Action,Activision,2.71,1.51,0.03,0.23,4.48,2002.0
243,dragon quest vii: warriors of eden,PS,2000-01-01,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,2000.0
244,uncharted: the nathan drake collection,PS4,2015-01-01,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,2015.0
245,call of duty: advanced warfare,PS3,2014-01-01,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,2014.0
246,god of war,PS2,2005-01-01,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,2005.0
247,nintendo land,WiiU,2012-01-01,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,2012.0
248,michael jackson: the experience,Wii,2010-01-01,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,2010.0
249,tony hawk's pro skater 3,PS2,2001-01-01,Sports,Activision,2.66,1.29,0.01,0.46,4.41,2001.0
250,winning eleven: pro evolution soccer 2007,PS2,2006-01-01,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,2006.0
251,the elder scrolls iv: oblivion,X360,2006-01-01,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,2006.0
252,zelda ii: the adventure of link,NES,1987-01-01,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,1987.0
253,need for speed: most wanted,PS2,2005-01-01,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,2005.0
254,resistance: fall of man,PS3,2006-01-01,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,2006.0
255,sonic the hedgehog,GEN,1991-01-01,Platform,Sega,3.03,0.91,0.26,0.13,4.34,1991.0
256,kingdom hearts ii,PS2,2005-01-01,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,2005.0
257,fifa 14,X360,2013-01-01,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,2013.0
258,call of duty: advanced warfare,X360,2014-01-01,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,2014.0
259,asteroids,2600,1980-01-01,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,1980.0
260,fable ii,X360,2008-01-01,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,2008.0
261,halo 5: guardians,XOne,2015-01-01,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,2015.0
262,super mario 3d world,WiiU,2013-01-01,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,2013.0
263,batman: arkham asylum,PS3,2009-01-01,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,2009.0
264,assassin's creed: revelations,PS3,2011-01-01,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,2011.0
265,namco museum,GBA,2001-01-01,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,2001.0
266,metal gear solid 3: snake eater,PS2,2004-01-01,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,2004.0
267,daxter,PSP,2006-01-01,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,2006.0
268,warcraft ii: tides of darkness,PC,1995-01-01,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,1995.0
269,the legend of zelda: ocarina of time,3DS,2011-01-01,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,2011.0
270,fifa soccer 06,PS2,2005-01-01,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,2005.0
271,eyetoy play,PS2,2003-01-01,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,2003.0
272,uncharted 4: a thief's end,PS4,2016-01-01,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,2016.0
273,gran turismo 5 prologue,PS3,2007-01-01,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,2007.0
274,assassin's creed: revelations,X360,2011-01-01,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,2011.0
275,street fighter iv,PS3,2009-01-01,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,2009.0
276,fifa 12,X360,2011-01-01,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,2011.0
277,teenage mutant ninja turtles,NES,1989-01-01,Action,Palcom,3.38,0.44,0.31,0.04,4.17,1989.0
278,excitebike,NES,1984-01-01,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,1984.0
279,frogger,PS,1997-01-01,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,1997.0
280,madden nfl 2003,PS2,2002-01-01,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,2002.0
281,watch dogs,PS4,2014-01-01,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,2014.0
282,half-life,PC,1997-01-01,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,1997.0
283,super mario world 2: yoshi's island,SNES,1995-01-01,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,1995.0
284,fifa soccer 07,PS2,2006-01-01,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,2006.0
285,the legend of zelda: skyward sword,Wii,2011-01-01,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,2011.0
286,street fighter ii turbo,SNES,1992-01-01,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,1992.0
287,carnival games,Wii,2007-01-01,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,2007.0
288,fallout 4,XOne,2015-01-01,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,2015.0
289,world of warcraft: the burning crusade,PC,2007-01-01,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,2007.0
290,fallout: new vegas,X360,2010-01-01,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,2010.0
291,god of war ii,PS2,2007-01-01,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,2007.0
292,forza motorsport 2,X360,2007-01-01,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,2007.0
293,world soccer winning eleven 9,PS2,2005-01-01,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,2005.0
294,namco museum vol.3,PS,1996-01-01,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,1996.0
295,tekken tag tournament,PS2,2000-01-01,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,2000.0
296,far cry 4,PS4,2014-01-01,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,2014.0
297,star fox 64,N64,1997-01-01,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,1997.0
298,minecraft,PS4,2014-01-01,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,2014.0
299,golf,NES,1984-01-01,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,1984.0
300,fallout 3,PS3,2008-01-01,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,2008.0
301,professor layton and the diabolical box,DS,2007-01-01,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,2007.0
302,left 4 dead 2,X360,2009-01-01,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,2009.0
303,namco museum: 50th anniversary,PS2,2005-01-01,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,2005.0
304,ea sports active,Wii,2009-01-01,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,2009.0
305,assassin's creed: unity,PS4,2014-01-01,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,2014.0
306,donkey kong land,GB,1994-01-01,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,1994.0
307,tony hawk's underground,PS2,2003-01-01,Sports,Activision,2.29,1.17,0.01,0.42,3.9,2003.0
308,assassin's creed iv: black flag,PS3,2013-01-01,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,2013.0
309,monster hunter 4 ultimate,3DS,2014-01-01,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,2014.0
310,motorstorm,PS3,2006-01-01,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,2006.0
311,the elder scrolls v: skyrim,PC,2011-01-01,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,2011.0
312,tekken 5,PS2,2005-01-01,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,2005.0
313,dragon warrior iii,NES,1988-01-01,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,1988.0
314,sports champions,PS3,2010-01-01,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,2010.0
315,nba 2k16,PS4,2015-01-01,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,2015.0
316,world soccer winning eleven 8 international,PS2,2004-01-01,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,2004.0
317,flash focus: vision training in minutes a day,DS,2007-01-01,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,2007.0
318,namco museum vol.1,PS,1995-01-01,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,1995.0
319,the legend of zelda: link's awakening,GB,1992-01-01,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,1992.0
320,mario & luigi: bowser's inside story,DS,2009-01-01,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,2009.0
321,big brain academy: wii degree,Wii,2007-01-01,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,2007.0
322,nintendogs + cats,3DS,2011-01-01,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,2011.0
323,batman: arkham knight,PS4,2015-01-01,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,2015.0
324,mario & sonic at the london 2012 olympic games,Wii,2011-01-01,Sports,Sega,1.14,1.91,0.27,0.46,3.78,2011.0
325,lego indiana jones: the original adventures,X360,2008-01-01,Action,Activision,2.4,1.03,0.0,0.36,3.78,2008.0
326,resident evil director's cut,PS,1996-01-01,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,1996.0
327,ratchet & clank: size matters,PSP,2007-01-01,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,2007.0
328,just dance 2014,Wii,2013-01-01,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,2013.0
329,the sims: unleashed,PC,2002-01-01,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,2002.0
330,super paper mario,Wii,2007-01-01,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,2007.0
331,harry potter and the sorcerer's stone,PS,2001-01-01,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,2001.0
332,the witcher 3: wild hunt,PS4,2015-01-01,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,2015.0
333,resident evil 3: nemesis,PS,1999-01-01,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,1999.0
334,spyro: year of the dragon,PS,2000-01-01,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,2000.0
335,fifa soccer 2005,PS2,2004-01-01,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,2004.0
336,pokémon trading card game,GB,1998-01-01,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,1998.0
337,battlefield 4,PS3,2013-01-01,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,2013.0
338,mysims,DS,2007-01-01,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,2007.0
339,friend collection,DS,2009-01-01,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,2009.0
340,tony hawk's pro skater 4,PS2,2002-01-01,Sports,Activision,2.13,1.18,0.01,0.35,3.67,2002.0
341,midnight club 3: dub edition,PSP,2005-01-01,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,2005.0
342,banjo-kazooie,N64,1998-01-01,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,1998.0
343,socom: u.s. navy seals,PS2,2002-01-01,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,2002.0
344,guitar hero: world tour,Wii,2008-01-01,Misc,Activision,2.33,0.97,0.0,0.35,3.65,2008.0
345,gran turismo 6,PS3,2013-01-01,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,2013.0
346,jak and daxter: the precursor legacy,PS2,2001-01-01,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,2001.0
347,pokemon snap,N64,1999-01-01,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,1999.0
348,fifa soccer 10,PS3,2009-01-01,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,2009.0
349,pro evolution soccer 2008,PS2,2007-01-01,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,2007.0
350,call of duty: ghosts,PS4,2013-01-01,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,2013.0
351,resident evil 4,PS2,2005-01-01,Action,Capcom,2.08,0.83,0.46,0.25,3.62,2005.0
352,tom clancy's the division,PS4,2016-01-01,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,2016.0
353,star wars: battlefront,PS2,2004-01-01,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,2004.0
354,doom ii: hell on earth,PC,1994-01-01,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,1994.0
355,the simpsons: road rage,PS2,2001-01-01,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,2001.0
356,cooking mama 2: dinner with friends,DS,2007-01-01,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,2007.0
357,luigi's mansion,GC,2001-01-01,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,2001.0
358,star wars: battlefront ii,PS2,2005-01-01,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,2005.0
359,wwf smackdown!,PS,2000-01-01,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,2000.0
360,croc: legend of the gobbos,PS,1997-01-01,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,1997.0
361,grand theft auto: liberty city stories,PS2,2006-01-01,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,2006.0
362,the getaway,PS2,2002-01-01,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,2002.0
363,tomb raider iii: adventures of lara croft,PS,1997-01-01,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,1997.0
364,james bond 007: agent under fire,PS2,2001-01-01,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,2001.0
365,lego star wars: the video game,PS2,2005-01-01,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,2005.0
366,battlefield 4,X360,2013-01-01,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,2013.0
367,fifa soccer 11,X360,2010-01-01,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,2010.0
368,rugrats in paris: the movie,PS,2000-01-01,Action,THQ,1.96,1.33,0.0,0.23,3.52,2000.0
369,spyro 2: ripto's rage!,PS,1999-01-01,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,1999.0
370,left 4 dead,X360,2008-01-01,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,2008.0
371,mario & sonic at the olympic winter games,DS,2009-01-01,Sports,Sega,1.22,1.66,0.27,0.38,3.52,2009.0
372,resident evil 5,X360,2009-01-01,Action,Capcom,2.11,0.94,0.12,0.34,3.51,2009.0
373,donkey kong country 3: dixie kong's double trouble!,SNES,1996-01-01,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,1996.0
374,assassin's creed: brotherhood,X360,2010-01-01,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,2010.0
375,kung fu,NES,1985-01-01,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,1985.0
376,batman: arkham asylum,X360,2009-01-01,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,2009.0
377,clubhouse games,DS,2006-01-01,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,2006.0
378,fifa soccer 2004,PS2,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,
379,star wars battlefront (2015),XOne,2015-01-01,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,2015.0
380,battlefield: bad company 2,X360,2010-01-01,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,2010.0
381,guitar hero: on tour,DS,2008-01-01,Misc,Activision,2.11,1.01,0.01,0.35,3.48,2008.0
382,assassin's creed: unity,XOne,2014-01-01,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,2014.0
383,far cry 3,PS3,2012-01-01,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,2012.0
384,monster hunter 4,3DS,2013-01-01,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,2013.0
385,borderlands,X360,2009-01-01,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,2009.0
386,tekken 4,PS2,2002-01-01,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,2002.0
387,battlefield 4,PS4,2013-01-01,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,2013.0
388,littlebigplanet 2,PS3,2011-01-01,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,2011.0
389,grand theft auto 2,PS,1998-01-01,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,1998.0
390,final fantasy iii,SNES,1994-01-01,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,1994.0
391,spider-man 2,PS2,2004-01-01,Action,Activision,1.75,1.2,0.02,0.43,3.41,2004.0
392,f-1 race,GB,1990-01-01,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,1990.0
393,fifa soccer 2003,PS2,2002-01-01,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,2002.0
394,crash bash,PS,2000-01-01,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,2000.0
395,lego batman: the videogame,X360,2008-01-01,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,2008.0
396,metal gear solid v: the phantom pain,PS4,2015-01-01,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,2015.0
397,the legend of zelda: spirit tracks,DS,2009-01-01,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,2009.0
398,wwf war zone,PS,1998-01-01,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,1998.0
399,the legend of zelda: majora's mask,N64,2000-01-01,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,2000.0
400,professor layton and the unwound future,DS,2008-01-01,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,2008.0
401,rugrats: search for reptar,PS,1998-01-01,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,1998.0
402,assassin's creed iv: black flag,X360,2013-01-01,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,2013.0
403,english training: have fun improving your skills!,DS,2006-01-01,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,2006.0
404,james bond 007: nightfire,PS2,2002-01-01,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,2002.0
405,ratchet & clank,PS2,2002-01-01,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,2002.0
406,mario party 9,Wii,2012-01-01,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,2012.0
407,star wars episode iii: revenge of the sith,PS2,2005-01-01,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,2005.0
408,max payne,PS2,2001-01-01,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,2001.0
409,the lord of the rings: the return of the king,PS2,2003-01-01,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,2003.0
410,assassin's creed syndicate,PS4,2015-01-01,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,2015.0
411,destiny,XOne,2014-01-01,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,2014.0
412,true crime: streets of la,PS2,2003-01-01,Action,Activision,1.89,1.05,0.02,0.31,3.27,2003.0
413,wii music,Wii,2008-01-01,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,2008.0
414,gran turismo (psp),PSP,2009-01-01,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,2009.0
415,monster hunter x,3DS,2015-01-01,Action,Capcom,0.25,0.19,2.78,0.04,3.26,2015.0
416,tekken,PS,1995-01-01,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,1995.0
417,fifa 16,XOne,2015-01-01,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,2015.0
418,l.a. noire,PS3,2011-01-01,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,2011.0
419,madden nfl 16,PS4,2015-01-01,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,2015.0
420,yokai watch 2 ganso/honke,3DS,2014-01-01,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22,2014.0
421,007: tomorrow never dies,PS,1999-01-01,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,1999.0
422,baseball,NES,1983-01-01,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,1983.0
423,killer instinct,SNES,1995-01-01,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,1995.0
424,wwf smackdown! 2: know your role,PS,2000-01-01,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,2000.0
425,crisis core: final fantasy vii,PSP,2007-01-01,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19,2007.0
426,god of war: chains of olympus,PSP,2008-01-01,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,2008.0
427,dragon quest vi: maboroshi no daichi,SNES,1995-01-01,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,1995.0
428,dance central,X360,2010-01-01,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,2010.0
429,enter the matrix,PS2,2003-01-01,Action,Atari,1.78,1.12,0.09,0.19,3.18,2003.0
430,super mario maker,WiiU,2015-01-01,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,2015.0
431,fallout: new vegas,PS3,2010-01-01,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,2010.0
432,lego batman: the videogame,Wii,,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0.0,0.29,3.17,
433,rhythm heaven,DS,2008-01-01,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,2008.0
434,ace combat 04: shattered skies,PS2,2001-01-01,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,2001.0
435,club penguin: elite penguin force,DS,2008-01-01,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16,2008.0
436,animal crossing,GC,2001-01-01,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,2001.0
437,lego batman: the videogame,DS,2008-01-01,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,2008.0
438,sonic rush,DS,2005-01-01,Platform,Sega,1.22,1.57,0.06,0.29,3.15,2005.0
439,resident evil 6,PS3,2012-01-01,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,2012.0
440,halo: the master chief collection,XOne,2014-01-01,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,2014.0
441,fifa soccer 08,PS2,2007-01-01,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,2007.0
442,spider-man,PS,2000-01-01,Action,Activision,1.7,1.25,0.02,0.16,3.13,2000.0
443,need for speed iii: hot pursuit,PS,1998-01-01,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,1998.0
444,star wars episode i racer,N64,1999-01-01,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,1999.0
445,personal trainer: cooking,DS,2006-01-01,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,2006.0
446,the elder scrolls iv: oblivion,PS3,2007-01-01,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,2007.0
447,dragon warrior iv,NES,1990-01-01,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,1990.0
448,heavy rain,PS3,2010-01-01,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,2010.0
449,mass effect 2,X360,2010-01-01,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,2010.0
450,fifa 15,X360,2014-01-01,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11,2014.0
451,dragon ball z: budokai,PS2,2002-01-01,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,2002.0
452,madden nfl 2002,PS2,2001-01-01,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,2001.0
453,world class track meet,NES,1986-01-01,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,1986.0
454,borderlands 2,X360,2012-01-01,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,2012.0
455,the legend of zelda: a link between worlds,3DS,2013-01-01,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,2013.0
456,donkey kong,GB,1994-01-01,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,1994.0
457,the sims: vacation,PC,2002-01-01,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,2002.0
458,mass effect 3,X360,2012-01-01,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,2012.0
459,kung fu panda,X360,2008-01-01,Action,Activision,1.91,0.84,0.0,0.29,3.05,2008.0
460,far cry 3,X360,2012-01-01,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,2012.0
461,epic mickey,Wii,2010-01-01,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,2010.0
462,saints row 2,X360,2008-01-01,Action,THQ,1.94,0.8,0.02,0.27,3.03,2008.0
463,rayman,PS,1995-01-01,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,1995.0
464,killzone 2,PS3,2009-01-01,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,2009.0
465,tom clancy's splinter cell,XB,2002-01-01,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,2002.0
466,mike tyson's punch-out!!,NES,1987-01-01,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,1987.0
467,wwe smackdown! shut your mouth,PS2,2002-01-01,Sports,THQ,1.45,1.13,0.07,0.38,3.02,2002.0
468,gears of war: ultimate edition,XOne,2015-01-01,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,2015.0
469,nba 2k13,X360,2012-01-01,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,2012.0
